sentiment,txt
negative,يا جاهلين .. يلي بحكي عن الطاقه .. النووي وجودو كفيل بوفاة positivenegativenegativenegativenegative شخص وولادة positivenegativenegativenegativenegative طفل مشوه .. ولو انو اشي منيح كان مابزتوه بالصحرا .. وجودو بعيد بقلل مخاطر بس ما بمنعها .. ويلي بحكي انو احنا امه جاهله مابدها تطور .. بكون هوه الجاهل وعدو نفسو وعدو الانسانية .. وبلا ننوي وبلا زفت ... قال نتطور قال . .لو بدنا نتطور طورنا حالنا من زمان مش على دور الننووي .. شعب جاهل
negative,يناس جلدة الغاز مجانا 
positive,اكيد ماحدا بيقدر.. يارب اعن الفقراء واعنا ع مساعدتهم
positive,﻿الخشوع إحساس جميل جد أمام الله القلب يحب و الدمع صافي و متعه و بعد الصلاة راحه فائقه أتمنى لكل المسلمين هذا الخشوع
negative,﻿ أنا لو مكان راغب أروح أنتحرر 
positive,قصة رائعة أفادك الله من العلم لتفيدنا دائما
positive,﻿اقولها لكل احبابي
negative,الطبقة الوسطى في طريقها الى الانقراض على يد عبدالله نسور
negative,ولك واحد كندرة 
negative, سامج
positive,﻿ان النجاح يحتاج الي قلبا ثابت و عقلا راشد و طموحا واعد و تحدي كاسر
negative, شو هاد البرنامج معقول عرضوه على القنوات!!!!!!!!!!!!!
negative,اللهم ارنا فيهم عجيب صنعك فانهم اذلو الشعوب
positive,أحسن شيء العمل الذي يؤدي للاستمرارية
positive,يارب اجمع امتك علي دينك يارب وشت اعداء الدين
positive,﻿صباحات النقاء و الإبتسامات الصافية من القلب
positive,والله نفسى بس الواحد بيجى علية فترات ينسى يعمل اية بجد
negative, رح مت 
positive,يارب اهدينا للصواب
positive,اذا استعنت بالله وتوكلت عليه ونيتك كانت صادقة ..سوف يقف الله بجوارك...ولن يخزلك ابدا ..♥احبك ربى 
negative, كأنهم خرفان العيد عند المسلخ
positive,﻿كلام ما في جدل
negative,﻿منك لله و بس
positive,أكيد جزاك الله خيرا
positive,﻿يا من شق البحر لموسى حتى خرج
positive,﻿صباح الوفاء لك  يا صديقي
negative, أحلى تخلف
positive,﻿و تربت على كتوفنا و تشحننا بالتفاؤل أيضاً .. و صباحك أسعد
negative,الله حيك شيخ ابراهيم بالفعل حكم يا نشمي
negative, برامج سخيفة تهدف لهدم الأمة
positive,ربنا يبارك فيك ويبارك فى كل إللى ساعدك الحمد الله وسبحان الله
negative,اي تفائل هاد يا زلمة روح تشائم احسلك
positive,هادي الاخوة الصادقة
negative, الله الله ياشيخ ابراهيم ..حكم والله يسعد مساااااااك يارب
negative,﻿ ولا شكل ولا صوت منين جايبينهم هالكائنات الغريبة !!!!!!!!!!!!!! ااه يابطني بس
negative, ليش معصب يا عدولة
negative,﻿هاض بني ادم حقير
positive,اضحك تضحكلك الدني
negative, راغب يجنن
negative, جهنم وبأس المصير
negative, شيئ مؤسف  الله يهديه 
positive,سأترك حبك ليس كرها فيك ولكن لكثرة الشركاء فية
negative,فشرت عين الشيعة والله بنحرقهم حر
negative,﻿ مابتحكي معه هيك  انزلع لاعاد اشووفك جلطتني
positive,اكيد لا دى نعمه ربنا يديمها علينا
positive,اللهم قونا على نفوسنا الضعيفة
positive,﻿يخفي صنائعه و الله يظهرها
positive,يارب أخرجنا من ذل المعصيه إلي عز الطاعه
negative, والله كذب من سوبر ستار القذر هذاا
negative, هل الثقه بالمشتركين زاايده لدرجة العمى أو ان محيطهم يجاملهم بجمال صوتهم !!
negative,عليا النعمه ابدا لا هو ولا الخروف التاني
positive,﻿السعي وراء الرزق عبادة و جهاد
negative, يلعن ابو التفاهه
positive,اسال الله في علاه ان يحفظكم بما يحفظ به عباده الصالحون 
positive,الله يقويك 
negative,﻿ايه راحه فيها المسكين ياحرام
negative,حكي جرايد
positive,صح يا اخي صدقت الله يعين الجميع
positive,صباح الورد الجوري الحمر والخمري
positive,﻿جزاك الله كل خير دكتور عمرو و ربنا يتقبل منا و منكم سائر الاعمال 
positive,يا رب تقوينا على طاعتك
negative,﻿ سخافه
positive,﻿قصه في غايه الروعة
positive,نعم الصديق الوفى
positive,كل سنه وانتم طيبين
positive,اللهم أحينا وأمتنا على الإسلام وعلى كلمة لا اله الا الله
negative,البعض يعتقد ان المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن لا يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي "كما اعلنت هيئة الطاقة" يملك غالبية الأسهم كما في تركيا على سبيل المثال وذلك يعني ان هذا الشريك سيمتلك الجزء الأكبر من المفاعل ولن يكون ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي لن يوفر لك الكهرباء بسعر قليل
positive,ومن احسن قولاممن دعاالي وعمل صالحاووقال انني من المسلمين، 
negative, حرام تحمل اسم عظيم زي هيك !!!!!
positive,﻿اللهم اجعلني مقيم الصلاة و من ذريتي 
positive,اللهم اعصمنا م معصيتك
negative, اول واحد ذكرنى بصاحب اسمه قردة
negative, هههه انا من ناحيتي هاظ الانسان الي قاعد بلنص اقرف واحد 
positive,اكيد طبعا حب ربنا احسن من حب اي حد وانا فعلا عملت كدا
negative,﻿الى يقارن بينه وبين مرسى يبقى متخلف
negative, قلولهم هذا سوبر ستار مش مسابقة لبياع الخضار
positive,ينور عليك..........ويكثر من امثالك 
positive,صباحكم تفائل
negative, يا خسارة الدقيقة وثنين وخمسين ثانية اللي ضيعتهن من حياتي على هذا المقطع التافه خخخخ
positive,﻿قصة جميلة جدا تعكس معنى الايمان و التمسك بالعقيدة الصحيحة و حسن تعاليمها
positive,الله ع الكلام الجميل
positive,نعم رجل بهمّة يحيي الله به أمّة
negative, فعلا اللي بيســتحوا ماتوا 
negative, لا بتمزحي يع قرف
positive,اللهم ما اعنا على التغير
positive,ربنا يثبته
negative,قصد وهو كبير
negative, اقرفني والله
positive,يهدي الله من يشاء
positive,صباحك سعيد
negative,الراجل الابس ثوب عليه جاكيت شكله مسطول من جنوب السودان 
positive,﻿اللهم اجعلنى خيرا مما يظنون و اغفر لي ما لا يعلمون
negative,﻿اقطع راسها وخلص 
positive, الماء هى الحياة
negative,الله يوخدها
negative,والله شوي وتجيني جلطه لما ماطلعت الاولى ذيك المره
negative, والشرهه على الاغبياء اللي معطينك لايك .. 
positive,﻿بتمنى لو ان تقوم بعثة للدعاة من مصر و تزور جميع البلاد و تعرفهم و تشرح ما هو الدين الاسلامي و تنشر بحق فى كل مكان
